Orpha_code	Orphanet_disorder	ICD_10	Relationship
33573	Gamma-glutamyl transpeptidase deficiency	E72.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33110	Autosomal agammaglobulinemia	D80.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33111	Granulomatous slack skin	C84.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33108	Lethal multiple pterygium syndrome	Q79.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33067	Metaphyseal chondrodysplasia, Jansen type	Q78.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33069	Dravet syndrome	G40.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33001	Lymphedema-distichiasis syndrome	Q82.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33355	Reticular dysgenesis	D81.0	E (Exact mapping: the two concepts are equivalent)
535453	Familial lipase maturation factor 1 deficiency	E78.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33364	Trichothiodystrophy	L67.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33276	Kaposi sarcoma	C46.0	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
33276	Kaposi sarcoma	C46.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
33276	Kaposi sarcoma	C46.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
33276	Kaposi sarcoma	C46.3	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
33276	Kaposi sarcoma	C46.7	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
33276	Kaposi sarcoma	C46.8	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
33276	Kaposi sarcoma	C46.9	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
33314	Jessner lymphocytic infiltration of the skin	L98.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
33208	Idiopathic hypersomnia	F51.1	E (Exact mapping: the two concepts are equivalent)
33226	Waldenström macroglobulinemia	C88.0	E (Exact mapping: the two concepts are equivalent)
35069	Infantile neuroaxonal dystrophy	G23.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
35093	Isolated scaphocephaly	Q75.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
35078	T-B+ severe combined immunodeficiency due to JAK3 deficiency	D81.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
35063	Fulminant viral hepatitis	K72	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
35062	Severe disseminated cytomegalovirus infection in immunocompetent patients	B25.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34520	Congenital muscular dystrophy with integrin alpha-7 deficiency	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34514	Telethonin-related  limb-girdle muscular dystrophy R7	G71.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34515	FKRP-related  limb-girdle muscular dystrophy R9	G71.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34516	DNAJB6-related  limb-girdle muscular dystrophy D1	G71.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34587	Glycogen storage disease due to LAMP-2 deficiency	E74.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34592	Immunodeficiency by defective expression of MHC class I	D81.6	E (Exact mapping: the two concepts are equivalent)
34526	Genetic primary hypomagnesemia	E83.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34527	Familial primary hypomagnesemia with normocalciuria and normocalcemia	E83.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34528	Autosomal dominant primary hypomagnesemia with hypocalciuria	E83.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
34533	Corneal dystrophy	H18.5	E (Exact mapping: the two concepts are equivalent)
536516	Myopathic Ehlers-Danlos syndrome	Q79.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
536471	Spondylodysplastic Ehlers-Danlos syndrome	Q79.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
536467	B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome	Q79.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
536545	Kyphoscoliotic Ehlers-Danlos syndrome	Q79.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
536532	Classical-like Ehlers-Danlos syndrome type 2	Q79.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
537072	PLG-related hereditary angioedema with normal C1Inh	D84.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
32960	Tumor necrosis factor receptor 1 associated periodic syndrome	E85.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52530	Pseudo-von Willebrand disease	D69.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52429	Branchiootic syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538096	Autosomal recessive lethal neonatal axonal sensorimotor polyneuropathy	G60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52503	X-linked creatine transporter deficiency	E72.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538101	Congenital axonal neuropathy with encephalopathy	G60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52430	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	G71.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52416	Mantle cell lymphoma	C83.1	E (Exact mapping: the two concepts are equivalent)
52427	Retinitis punctata albescens	H35.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52417	MALT lymphoma	C88.4	E (Exact mapping: the two concepts are equivalent)
52056	Ulnar/fibula ray defect-brachydactyly syndrome	Q73.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52055	Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52368	Mohr-Tranebjaerg syndrome	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53271	Muenke syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53296	Familial cutaneous collagenoma	L94.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53347	Brody myopathy	G71.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52994	Orbital leiomyoma	D31.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53035	Caroli disease	Q44.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52901	Isolated follicle stimulating hormone deficiency	E23.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53690	Congenital lactase deficiency	E73.0	E (Exact mapping: the two concepts are equivalent)
53689	Congenital chloride diarrhea	P78.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538863	Classic pyoderma gangrenosum	L88	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538756	Familial multiple discoid fibromas	D23.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538574	Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome	G60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53583	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity	G24.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53540	Goldmann-Favre syndrome	H35.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53372	Hereditary geniospasm	G25.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53351	X-linked dystonia-parkinsonism	G24.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
54260	Left ventricular noncompaction	I42.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
54247	Posterior cortical atrophy	G31.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538934	X-linked lymphoproliferative disease due to XIAP deficiency	D82.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
54251	Corticosteroid-sensitive aseptic abscess syndrome	D89.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538931	X-linked lymphoproliferative disease due to SH2D1A deficiency	D82.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
54057	Thrombotic thrombocytopenic purpura	M31.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
54028	Plummer-Vinson syndrome	D50.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53719	Wyburn-Mason syndrome	Q28.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53721	Spinal arteriovenous metameric syndrome	Q27.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53698	Hyaline body myopathy	G71.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53715	Familial tumoral calcinosis	M11.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53696	Arthrogryposis-anterior horn cell disease syndrome	Q68.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538872	Vegetative pyoderma gangrenosum	L88	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53691	Congenital cornea plana	Q13.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538869	Bullous pyoderma gangrenosum	L88	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538866	Pustular pyoderma gangrenosum	L88	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
53693	GRACILE syndrome	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48818	Aceruloplasminemia	E83.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48736	Embryonal carcinoma of the central nervous system	C71.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
49041	IgG4-related retroperitoneal fibrosis	N13.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48918	Focal myositis	M60.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
49382	Achromatopsia	H53.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
49042	Dentinogenesis imperfecta	K00.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538958	Combined immunodeficiency due to CD70 deficiency	D82.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48431	Congenital cataracts-facial dysmorphism-neuropathy syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
538963	Combined immunodeficiency due to ITK deficiency	D82.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48471	Lissencephaly	Q04.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48435	Postinfectious vasculitis	I77.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48686	Primary effusion lymphoma	C83.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48652	Monosomy 22q13.3	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
50810	Microlissencephaly-micromelia syndrome	Q04.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
50811	Lipodystrophy-intellectual disability-deafness syndrome	Q78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
50812	Zellweger-like syndrome without peroxisomal anomalies	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
50814	Craniolenticulosutural dysplasia	Q75.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
50815	Branchiogenic deafness syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
49566	Acquired purpura fulminans	D65	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
49804	Lichen amyloidosis	E85.4+	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
49804	Lichen amyloidosis	L99.0*	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
49827	Thiamine-responsive megaloblastic anemia syndrome	Q21.0	E (Exact mapping: the two concepts are equivalent)
50251	Pleural mesothelioma	C45.0	E (Exact mapping: the two concepts are equivalent)
50945	Blomstrand lethal chondrodysplasia	Q78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
50944	Schöpf-Schulz-Passarge syndrome	Q82.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
51084	Torsade-de-pointes syndrome with short coupling interval	I49.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
51083	Familial short QT syndrome	I49.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
50839	Cat-scratch disease	A28.1	E (Exact mapping: the two concepts are equivalent)
50942	Striate palmoplantar keratoderma	Q82.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
50918	Kikuchi-Fujimoto disease	I88.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52054	Craniosynostosis-intracranial calcifications syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52022	Potocki-Shaffer syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
52047	Braddock syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
51577	Cobblestone lissencephaly	Q04.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
51608	Generalized arterial calcification of infancy	Q28.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
51188	Ethylmalonic encephalopathy	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
541423	Growth delay-intellectual disability-hepatopathy syndrome	F78.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
51208	Formiminoglutamic aciduria	E70.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
541507	Anomalous origin of coronary artery from the pulmonary artery	Q24.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
541478	Anomalous aortic origin of coronary artery	Q24.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
51636	WHIM syndrome	D81.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
541454	Anomalous aortic origin of the right coronary artery	Q24.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
51890	Anterior cutaneous nerve entrapment syndrome	G58.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
541443	Anomalous aortic origin of the left coronary artery	Q24.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
542306	GNB5-related intellectual disability-cardiac arrhythmia syndrome	I49.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
542301	Combined immunodeficiency due to CARMIL2 deficiency	D82.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
542310	Leukoencephalopathy with calcifications and cysts	I67.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
42642	PFAPA syndrome	E85.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
542323	CAR T cell therapy-associated cytokine release syndrome	D89.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
43117	Acute tricyclic antidepressant poisoning	T43.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
542585	Auditory neuropathy-optic atrophy syndrome	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
43116	Serotonin syndrome	G90.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
542592	Necrobiosis lipoidica	L92.1	E (Exact mapping: the two concepts are equivalent)
43393	Lambert-Eaton myasthenic syndrome	G73.1	E (Exact mapping: the two concepts are equivalent)
542643	Livedoid vasculopathy	L95.0	E (Exact mapping: the two concepts are equivalent)
42775	PHACE syndrome	Q28.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
42738	Severe congenital neutropenia	D70	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
43115	Hereditary myopathy with lactic acidosis due to ISCU deficiency	G71.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
45448	Miyoshi myopathy	G71.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
543470	Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
45453	Incessant infant ventricular tachycardia	I47.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
45452	Idiopathic neonatal atrial flutter	P29.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
44890	Gastrointestinal stromal tumor	C26.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
45358	Congenital fibrosis of extraocular muscles	H49.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46487	Epidermolysis bullosa acquisita	L12.3	E (Exact mapping: the two concepts are equivalent)
544254	SYNGAP1-related developmental and epileptic encephalopathy	G40.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46488	Linear IgA dermatosis	L10.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46485	Superficial pemphigus	L10.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
46485	Superficial pemphigus	L10.3	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
46485	Superficial pemphigus	L10.4	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
46486	Mucous membrane pemphigoid	L12.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46348	Paroxysmal extreme pain disorder	G90.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46059	Lathosterolosis	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46135	Primary central nervous system lymphoma	C83.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
47044	Hereditary papillary renal cell carcinoma	C64	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46724	Cerebral arteriovenous malformation	Q28.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46627	Char syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46658	Primordial short stature-microdontia-opalescent and rootless teeth syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
46532	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	D56.4	E (Exact mapping: the two concepts are equivalent)
48372	Nodular regenerative hyperplasia of the liver	K76.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48162	Lewis-Sumner syndrome	G61.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
544493	Streptococcus pneumoniae-associated hemolytic uremic syndrome	D58.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
48104	Pyoderma gangrenosum	L88	E (Exact mapping: the two concepts are equivalent)
