,Orpha_code,Orphanet_disorder,ICD_10,Relationship,Description,Genes,Orpha Code,ICD-11 code
6783,88659,Autosomal dominant progressive nephropathy with hypertension,I15.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6784,88660,Hypertension due to gain-of-function mutations in the mineralocorticoid receptor,I15.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6785,88661,Amelogenesis imperfecta,K00.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6786,88637,Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome,G11.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6787,88639,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,E71.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6788,88642,Congenital insensitivity to pain-anosmia-neuropathic arthropathy,G60.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6789,88643,Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome,E03.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6790,88633,Superior limbic keratoconjunctivitis,H16.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6791,88635,Vacuolar myopathy with sarcoplasmic reticulum protein aggregates,G71.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6792,88628,Posterior column ataxia-retinitis pigmentosa syndrome,G11.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6793,88629,Tritanopia,H53.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6794,88630,Terminal osseous dysplasia-pigmentary defects syndrome,Q87.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6795,88620,Isolated congenital anosmia,Q07.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6796,88619,Familial acute necrotizing encephalopathy,G93.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6797,88618,S-adenosylhomocysteine hydrolase deficiency,E72.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6798,88616,Autosomal recessive non-syndromic intellectual disability,F70,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6799,88616,Autosomal recessive non-syndromic intellectual disability,F73,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6800,88616,Autosomal recessive non-syndromic intellectual disability,F72,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6801,88616,Autosomal recessive non-syndromic intellectual disability,F71,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6802,87884,Non-syndromic genetic deafness,H90.5,E (Exact mapping: the two concepts are equivalent),,,,
6803,87876,Sialidosis type 2,E77.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6804,87503,Mal de Meleda,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6805,86923,"Hereditary palmoplantar keratoderma, Gamborg-Nielsen type",Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6806,86920,Dermatopathia pigmentosa reticularis,Q82.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6807,86919,Keratosis palmaris et plantaris-clinodactyly syndrome,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6808,86918,Diffuse palmoplantar keratoderma-acrocyanosis syndrome,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6809,86915,Lymphedema-atrial septal defects-facial changes syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6810,522077,Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome,F84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6811,86913,Myoclonic epilepsy in non-progressive encephalopathies,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6812,86909,Myoclonic epilepsy of infancy,G40.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6813,86911,Epilepsy with myoclonic absences,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6814,86906,Hypothalamic hamartomas with gelastic seizures,G40.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6815,86908,Idiopathic hemiconvulsion-hemiplegia syndrome,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6816,86903,Dendritic cell sarcoma not otherwise specified,C96.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6817,521450,LAMA5-related multisystemic syndrome,M79.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6818,86904,Methotrexate-associated lymphoproliferative disorders,D47.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6819,86900,Interdigitating dendritic cell sarcoma,C96.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6820,521432,Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome,K83.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6821,86902,Follicular dendritic cell sarcoma,C96.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6822,86896,Histiocytic sarcoma,C96.8,E (Exact mapping: the two concepts are equivalent),,,,
6823,521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6824,86897,Langerhans cell sarcoma,C96.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6825,521305,Proximal myopathy with focal depletion of mitochondria,G72.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6826,521390,Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome,G11.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6827,521406,Dystonia-parkinsonism-hypermanganesemia syndrome,E83.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6828,89838,Autosomal recessive generalized epidermolysis bullosa simplex,Q81.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6829,521411,Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6830,521123,Radiation-induced plexopathy,G54.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6831,521127,Osteoradionecrosis of the mandible,K10.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6832,521219,Mirizzi syndrome,K80.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6833,88949,MUC1-related autosomal dominant tubulointerstitial kidney disease,Q61.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6834,88950,UMOD-related autosomal dominant tubulointerstitial kidney disease,Q61.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6835,88940,Pseudohypoaldosteronism type 2C,I15.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6836,88939,Pseudohypoaldosteronism type 2B,I15.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6837,519930,Fungal keratitis,H16.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6838,88938,Pseudohypoaldosteronism type 2A,I15.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6839,88918,Autosomal dominant Alport syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6840,88919,Autosomal recessive Alport syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6841,88917,X-linked Alport syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6842,93256,Fragile X-associated tremor/ataxia syndrome,G11.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6843,528105,Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome,N25.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6844,528091,Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6845,528084,Non-specific syndromic intellectual disability,F84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6846,93262,Crouzon syndrome-acanthosis nigricans syndrome,Q75.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6847,93260,Pfeiffer syndrome type 3,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6848,93259,Pfeiffer syndrome type 2,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6849,93258,Pfeiffer syndrome type 1,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6850,93271,"Short rib-polydactyly syndrome, Verma-Naumoff type",Q77.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6851,93269,"Short rib-polydactyly syndrome, Majewski type",Q77.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6852,93270,"Short rib-polydactyly syndrome, Saldino-Noonan type",Q77.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6853,93267,Cloverleaf skull-multiple congenital anomalies syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6854,93268,"Short rib-polydactyly syndrome, Beemer-Langer type",Q77.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6855,93282,"Spondyloepimetaphyseal dysplasia, PAPSS2 type",Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6856,93283,"Spondyloepiphyseal dysplasia, Kimberley type",Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6857,93279,Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis,Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6858,93276,Polyostotic fibrous dysplasia,Q78.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6859,93277,Monostotic fibrous dysplasia,M85.0,E (Exact mapping: the two concepts are equivalent),,,,
6860,93274,Thanatophoric dysplasia type 2,Q77.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6861,93108,Renal dysplasia,Q61.4,E (Exact mapping: the two concepts are equivalent),,,,
6862,527497,NKX6-2-related autosomal recessive hypomyelinating leukodystrophy,E75.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6863,93101,Renal hypoplasia,Q60.3,E (Exact mapping: the two concepts are equivalent),,,,
6864,93101,Renal hypoplasia,Q60.4,E (Exact mapping: the two concepts are equivalent),,,,
6865,93101,Renal hypoplasia,Q60.5,E (Exact mapping: the two concepts are equivalent),,,,
6866,93110,Posterior urethral valve,Q64.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6867,93109,Congenital megacalycosis,Q63.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6868,91547,Relapsing fever,A68.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6869,91547,Relapsing fever,A68.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6870,91547,Relapsing fever,A68.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6871,93100,"Renal agenesis, unilateral",Q60.0,E (Exact mapping: the two concepts are equivalent),,,,
6872,92050,Congenital tufting enteropathy,P78.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6873,93160,Hypocalcemic vitamin D-resistant rickets,E83.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6874,93164,Transient pseudohypoaldosteronism,N15.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6875,93114,Autosomal dominant intermediate Charcot-Marie-Tooth disease type E,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6876,93111,HNF1B-related autosomal dominant tubulointerstitial kidney disease,N11.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6877,93126,Pauci-immune glomerulonephritis,N05.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6878,93177,Congenital bilateral megacalycosis,Q63.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6879,93172,"Renal dysplasia, unilateral",Q61.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6880,93173,"Renal dysplasia, bilateral",Q61.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6881,93176,Unilateral congenital megacalycosis,Q63.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6882,93322,Tibial hemimelia,Q72.5,E (Exact mapping: the two concepts are equivalent),,,,
6883,93321,Radial hemimelia,Q71.4,E (Exact mapping: the two concepts are equivalent),,,,
6884,93320,Ulnar hemimelia,Q71.5,E (Exact mapping: the two concepts are equivalent),,,,
6885,93325,Autosomal dominant Kenny-Caffey syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6886,93324,Autosomal recessive Kenny-Caffey syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6887,93323,Fibular hemimelia,Q72.6,E (Exact mapping: the two concepts are equivalent),,,,
6888,93329,Autosomal recessive omodysplasia,Q78.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6889,93328,Autosomal dominant omodysplasia,Q78.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6890,93336,Polydactyly of a triphalangeal thumb,Q69.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6891,93335,Postaxial polydactyly type B,Q69.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6892,93334,Postaxial polydactyly type A,Q69.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6893,93333,Pelviscapular dysplasia,Q87.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6894,93339,Polydactyly of a biphalangeal thumb,Q69.1,E (Exact mapping: the two concepts are equivalent),,,,
6895,93337,Polydactyly of an index finger,Q69.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6896,527276,Encephalopathy due to mitochondrial and peroxisomal fission defect,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6897,93338,Polysyndactyly,Q70.4,E (Exact mapping: the two concepts are equivalent),,,,
6898,93349,X-linked spondyloepimetaphyseal dysplasia,Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6899,93346,"Spondyloepimetaphyseal dysplasia congenita, Strudwick type",Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6900,93347,Anauxetic dysplasia,Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6901,93356,"Spondyloepimetaphyseal dysplasia, Missouri type",Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6902,93351,"Spondyloepimetaphyseal dysplasia, Irapa type",Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6903,93352,"Spondyloepimetaphyseal dysplasia, Shohat type",Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6904,93284,Spondyloepiphyseal dysplasia tarda,Q77.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6905,93292,Adenoma of pancreas,D13.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6906,93293,Okihiro syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6907,93296,Achondrogenesis type 2,Q77.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6908,93298,Achondrogenesis type 1B,Q77.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6909,93297,Hypochondrogenesis,Q77.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6910,93299,Achondrogenesis type 1A,Q77.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6911,93302,"Brachyolmia, Maroteaux type",Q76.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6912,93304,Autosomal dominant brachyolmia,Q76.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6913,93307,Multiple epiphyseal dysplasia type 4,Q77.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6914,93308,Multiple epiphyseal dysplasia type 1,Q77.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6915,93311,Multiple epiphyseal dysplasia type 5,Q77.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6916,93314,"Spondylometaphyseal dysplasia, Kozlowski type",Q77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6917,93315,"Spondylometaphyseal dysplasia, 'corner fracture' type",Q77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6918,93316,"Spondylometaphyseal dysplasia, Schmidt type",Q77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6919,93317,"Spondylometaphyseal dysplasia, Sedaghatian type",Q77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6920,529864,Secondary erythromelalgia,I73.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6921,529852,Combined hepatocellular carcinoma and cholangiocarcinoma,C22.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6922,529852,Combined hepatocellular carcinoma and cholangiocarcinoma,C22.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
6923,90673,Hypothyroidism due to TSH receptor mutations,E03.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6924,90674,Isolated thyroid-stimulating hormone deficiency,E03.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6925,529808,Chronic bilirubin encephalopathy,P57.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6926,90658,Charcot-Marie-Tooth disease type 1E,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6927,529799,Acute bilirubin encephalopathy,P57.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6928,90791,Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency,E25.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6929,90790,Congenital lipoid adrenal hyperplasia due to STAR deficency,E25.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6930,90787,"46,XY disorder of sex development due to testicular steroidogenesis defect",E29.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6931,90776,"46,XX disorder of sex development induced by fetal androgens excess",E25.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6932,530033,Dermoid or epidermoid cyst of the central nervous system,Q07.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
6933,90695,Non-acquired panhypopituitarism,E23.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
